workclass,education,marital_status,occupation,race,sex,income_bracket
 Private, Preschool, Married-civ-spouse, Farming-fishing, White, Male, <=50K
 Private, Preschool, Married-civ-spouse, Farming-fishing, White, Male, <=50K
 ?, Preschool, Married-civ-spouse, ?, White, Male, <=50K
 Private, Preschool, Married-civ-spouse, Other-service, White, Male, <=50K
 ?, Preschool, Married-civ-spouse, ?, Black, Male, <=50K
 Private, Preschool, Married-civ-spouse, Prof-specialty, Other, Male, <=50K
 Private, Preschool, Married-civ-spouse, Other-service, White, Male, <=50K
 Private, Preschool, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Male, <=50K
 Private, Preschool, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, Preschool, Married-civ-spouse, Machine-op-inspct, White, Male, <=50K
 Private, Preschool, Married-civ-spouse, Machine-op-inspct, White, Male, <=50K
 Private, Preschool, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Male, <=50K
 Private, Preschool, Married-civ-spouse, Other-service, White, Male, <=50K
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male, >50K
 State-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Black, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Federal-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male, >50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, >50K
 State-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Black, Male, <=50K
 Self-emp-inc, Assoc-acdm, Married-civ-spouse, Sales, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, White, Male, >50K
 Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, White, Male, <=50K
 Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, White, Male, <=50K
 State-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, >50K
 Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, >50K
 Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male, <=50K
 ?, Assoc-acdm, Married-civ-spouse, ?, Black, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, White, Male, <=50K
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Black, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Protective-serv, White, Male, >50K
 State-gov, Assoc-acdm, Married-civ-spouse, Other-service, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, >50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, >50K
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, White, Male, <=50K
 Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Federal-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, >50K
 Federal-gov, Assoc-acdm, Married-civ-spouse, Tech-support, Black, Male, <=50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, >50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male, <=50K
 Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Black, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, >50K
 State-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, White, Male, <=50K
 ?, Assoc-acdm, Married-civ-spouse, ?, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, >50K
 Federal-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, >50K
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, White, Male, <=50K
 Federal-gov, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male, <=50K
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Protective-serv, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, White, Male, <=50K
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male, >50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, >50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, Asian-Pac-Islander, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Black, Male, <=50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, White, Male, >50K
 Federal-gov, Assoc-acdm, Married-civ-spouse, Farming-fishing, Black, Male, <=50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, <=50K
 State-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, White, Male, <=50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, >50K
 Federal-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male, >50K
 Federal-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, >50K
 State-gov, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male, >50K
 Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male, >50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 ?, Assoc-acdm, Married-civ-spouse, ?, White, Male, >50K
 ?, Assoc-acdm, Married-civ-spouse, ?, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, White, Male, >50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, Asian-Pac-Islander, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, >50K
 Self-emp-inc, Assoc-acdm, Married-civ-spouse, Sales, White, Male, >50K
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, Black, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Other-service, White, Male, <=50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Self-emp-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Tech-support, Black, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, Black, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, <=50K
 Self-emp-inc, Assoc-acdm, Married-civ-spouse, Sales, White, Male, >50K
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, White, Male, >50K
 Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Other-service, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, <=50K
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, White, Male, >50K
 Federal-gov, Assoc-acdm, Married-civ-spouse, Other-service, White, Male, <=50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Other-service, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Federal-gov, Assoc-acdm, Married-civ-spouse, Other-service, White, Male, >50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Self-emp-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Black, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, <=50K
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, White, Male, <=50K
 Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, White, Male, <=50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, White, Male, >50K
 Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, <=50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, White, Male, >50K
 Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male, >50K
 Federal-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, White, Male, <=50K
 Federal-gov, Assoc-acdm, Married-civ-spouse, Other-service, Black, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Black, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Black, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male, <=50K
 State-gov, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male, >50K
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Federal-gov, Assoc-acdm, Married-civ-spouse, Other-service, Asian-Pac-Islander, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, >50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Self-emp-inc, Assoc-acdm, Married-civ-spouse, Sales, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, <=50K
 Federal-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, <=50K
 ?, Assoc-acdm, Married-civ-spouse, ?, Black, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male, <=50K
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Asian-Pac-Islander, Male, <=50K
 State-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male, <=50K
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, >50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Black, Male, >50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, >50K
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Black, Male, >50K
 Self-emp-inc, Assoc-acdm, Married-civ-spouse, Sales, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Federal-gov, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male, <=50K
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Farming-fishing, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
 State-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
 ?, Assoc-acdm, Married-civ-spouse, ?, White, Male, <=50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Black, Male, >50K
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male, >50K
 Self-emp-inc, Assoc-acdm, Married-civ-spouse, Sales, White, Male, >50K
 Self-emp-inc, Assoc-acdm, Married-civ-spouse, Sales, White, Male, >50K
 State-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Without-pay, Assoc-acdm, Married-civ-spouse, Farming-fishing, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Tech-support, Asian-Pac-Islander, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Black, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, White, Male, >50K
 Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male, >50K
 Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Federal-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Farming-fishing, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Self-emp-inc, Assoc-acdm, Married-civ-spouse, Sales, White, Male, >50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, <=50K
 ?, Assoc-acdm, Married-civ-spouse, ?, White, Male, >50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male, >50K
 Self-emp-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male, >50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, >50K
